business_id,phone_number,name,full_address,latitude,longitude,review_count,rating,timezone,website,place_id,place_link,types,Friday,Saturday,Sunday,Monday,Tuesday,Wednesday,Thursday,city,verified,state,Friday_morning,Friday_afternoon,Friday_evening,Saturday_morning,Saturday_afternoon,Saturday_evening,Sunday_morning,Sunday_afternoon,Sunday_evening,Monday_morning,Monday_afternoon,Monday_evening,Tuesday_morning,Tuesday_afternoon,Tuesday_evening,Wednesday_morning,Wednesday_afternoon,Wednesday_evening,Thursday_morning,Thursday_afternoon,Thursday_evening,geo_cluster,country
0x3e6751d65629cb05:0x27cbb7ddadc7008c,Unknown,حصن الظفرة Al Dhafra Fort,PXMJ+H7J حصن الظفرة Al Dhafra Fort - Unnamed Road - Abu Dhabi - United Arab Emirates,23.733973,53.980629,58.0,4.7,Asia/Dubai,Unknown,ChIJBcspVtZRZz4RjADHrd23yyc,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e6751d65629cb05:0x27cbb7ddadc7008c,Museum,2-6 PM,10 AM-6 PM,10 AM-6 PM,10 AM-6 PM,10 AM-6 PM,10 AM-6 PM,10 AM-6 PM,Abu Dhabi,False,Open ⋅ Closes 6 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Arab Emirates
0x3e675d61493af035:0xa4f20f24f9e8beb7,971569049905,Rafiullah,MP4R+WQJ Rafiullah - Zayed City - Abu Dhabi - United Arab Emirates,23.6573318,53.7418811,3.0,3.0,Asia/Dubai,Unknown,ChIJNfA6SWFdZz4Rt77o-SQP8qQ,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e675d61493af035:0xa4f20f24f9e8beb7,Museum,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Abu Dhabi,False,Open 24 hours,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,United Arab Emirates
0x3e91f7041ac64d33:0x6120c5af14b63b93,96822081500,National Museum of Oman,"National Museum of Oman, opposite Al Alam Palace، Al Saidiya St, Muscat, Oman",23.6116015,58.5937283,3499.0,4.6,Asia/Muscat,https://www.nm.gov.om/,ChIJM03GGgT3kT4Rkzu2FK_FIGE,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x3e91f7041ac64d33:0x6120c5af14b63b93,"National museum, Museum, Tourist attraction",2-6 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,Muscat,True,Open ⋅ Closes 5 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Oman
0x487bb1e7815c44db:0x417132a42bd93ef6,443300580058,Science and Industry Museum,"Science and Industry Museum, Liverpool Rd, Manchester M3 4JP, United Kingdom",53.4771358,-2.2545821,17398.0,4.4,Europe/London,https://www.scienceandindustrymuseum.org.uk/,ChIJ20Rcgeexe0gR9j7ZK6QycUE,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x487bb1e7815c44db:0x417132a42bd93ef6,"Science museum, Heritage museum, Museum, Tourist attraction",10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,Manchester,True,Open ⋅ Closes 5 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,United Kingdom
0x487e78e1955eb419:0x4c55c87f0a46d173,441913704000,"Beamish, the Living Museum of the North","Beamish, the Living Museum of the North, Stanley DH9 0RG, United Kingdom",54.8847523,-1.6593206,21957.0,4.8,Europe/London,https://www.beamish.org.uk/,ChIJGbReleF4fkgRc9FGCn_IVUw,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x487e78e1955eb419:0x4c55c87f0a46d173,"Open air museum, Museum, Tourist attraction",10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,Stanley,True,Open ⋅ Closes 5 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,United Kingdom
0x4870bc8c914c47a3:0x66e3b59f807e9444,441213488000,Birmingham Museum & Art Gallery,"Birmingham Museum & Art Gallery, Chamberlain Sq, Birmingham B3 3DH, United Kingdom",52.480111,-1.903462,8266.0,4.5,Europe/London,https://www.birminghammuseums.org.uk/birmingham-museum-and-art-gallery/,ChIJo0dMkYy8cEgRRJR-gJ-142Y,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4870bc8c914c47a3:0x66e3b59f807e9444,"Museum, Art gallery, Art museum, Tourist attraction",10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,Closed,Closed,10 AM-5 PM,10 AM-5 PM,Birmingham,True,Open ⋅ Closes 5 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,United Kingdom
0x47d870963894862d:0x7c69bf53a1c0382d,442070913067,IWM Duxford,"IWM Duxford, IWM Duxford Airfield, Cambridge CB22 4QR, United Kingdom",52.0964654,0.1364797999999999,16076.0,4.8,Europe/London,http://www.iwm.org.uk/visits/iwm-duxford,ChIJLYaUOJZw2EcRLTjAoVO_aXw,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47d870963894862d:0x7c69bf53a1c0382d,"War museum, Museum, Tour agency, Tourist attraction",10 AM-6 PM,10 AM-6 PM,10 AM-6 PM,10 AM-6 PM,10 AM-6 PM,10 AM-6 PM,10 AM-6 PM,Cambridge,True,Open ⋅ Closes 6 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,United Kingdom
0x394f21c4a3ba4d1b:0xfc12611877494d81,92405454554,Umerkot Fort Museum,"9P7P+4QG Umerkot Fort Museum, Moolchand Khati Road, Umarkot, Umerkot, Sindh, Pakistan",25.3643125,69.7342969,473.0,4.1,Asia/Karachi,Unknown,ChIJG026o8QhTzkRgU1JdxhhEvw,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x394f21c4a3ba4d1b:0xfc12611877494d81,"Archaeological museum, Museum",9 AM-12 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,9 AM-6 PM,Umarkot,True,Open ⋅ Closes 6 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Pakistan
0x488845d16be594e9:0x5258b27cf1ca9ffe,441412769599,Kelvingrove Art Gallery and Museum,"Kelvingrove Art Gallery and Museum, Argyle St, Glasgow G3 8AG, United Kingdom",55.8685891,-4.2906039,19689.0,4.7,Europe/London,https://www.glasgowlife.org.uk/museums/venues/kelvingrove-art-gallery-and-museum,ChIJ6ZTla9FFiEgR_p_K8XyyWFI,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x488845d16be594e9:0x5258b27cf1ca9ffe,"Museum, Art gallery, Tourist attraction",11 AM-5 PM,10 AM-5 PM,11 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,Glasgow,True,Open ⋅ Closes 5 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,United Kingdom
0x487099fc92a3ad61:0x80fb90ace73738fb,441215579643,Black Country Living Museum,"Black Country Living Museum, Discovery Wy, Dudley DY1 4AL, United Kingdom",52.5199169,-2.0754329,11394.0,4.7,Europe/London,https://bclm.com/,ChIJYa2jkvyZcEgR-zg356yQ-4A,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x487099fc92a3ad61:0x80fb90ace73738fb,"Open air museum, History museum, Tourist attraction",10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,Dudley,True,Open ⋅ Closes 5 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,United Kingdom
0x48785b3cc32470b9:0x4253799e7cf85445,441522782040,Lincoln Museum,"Lincoln Museum, 1 Danes Terrace, Lincoln LN2 1LP, United Kingdom",53.2320073,-0.5374372,1445.0,4.5,Europe/London,https://www.lincolnmuseum.co.uk/,ChIJuXAkwzxbeEgRRVT4fJ55U0I,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x48785b3cc32470b9:0x4253799e7cf85445,"Museum, Art gallery, Tourist attraction",10 AM-4 PM,10 AM-4 PM,10 AM-4 PM,10 AM-4 PM,Closed,Closed,10 AM-4 PM,Lincoln,True,Open ⋅ Closes 4 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,United Kingdom
0x487603dac9203c4b:0x125c068455d7d99d,442086991872,Horniman Museum and Gardens,"Horniman Museum and Gardens, 100 London Rd, London SE23 3PQ, United Kingdom",51.4410762,-0.0612925,8284.0,4.6,Europe/London,https://www.horniman.ac.uk/,ChIJSzwgydoDdkgRndnXVYQGXBI,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x487603dac9203c4b:0x125c068455d7d99d,"Museum, Aquarium, Park, Tourist attraction",10 AM-5:30 PM,10 AM-5:30 PM,10 AM-5:30 PM,10 AM-5:30 PM,10 AM-5:30 PM,10 AM-5:30 PM,10 AM-5:30 PM,London,True,Open ⋅ Closes 5:30 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,United Kingdom
0x4872552b9490d04d:0x3b0785b71b79cf5b,441929405096,The Tank Museum,"The Tank Museum, R A C Tank Museum, Linsay Rd, Bovington, Wareham BH20 6JG, United Kingdom",50.6949825,-2.243119,13255.0,4.8,Europe/London,https://www.tankmuseum.org/,ChIJTdCQlCtVckgRW895G7eFBzs,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4872552b9490d04d:0x3b0785b71b79cf5b,"Army museum, Museum, Tourist attraction",10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,Wareham,True,Open ⋅ Closes 5 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,United Kingdom
0x48760347a6e741b3:0xae7123fe55183526,442038625937,the Design Museum,"the Design Museum, 224-238 Kensington High St, London W8 6AG, United Kingdom",51.4998973,-0.2002439999999999,11007.0,4.4,Europe/London,https://designmuseum.org/,ChIJs0HnpkcDdkgRJjUYVf4jca4,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x48760347a6e741b3:0xae7123fe55183526,"Museum, Tourist attraction",10 AM-6 PM,10 AM-6 PM,10 AM-6 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,London,True,Open ⋅ Closes 6 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,United Kingdom
0x4876c6a85ae1ca65:0x2b1bc402e55d6557,441865272950,Oxford University Museum of Natural History,"Oxford University Museum of Natural History, Parks Rd, Oxford OX1 3PW, United Kingdom",51.758703,-1.255467,10426.0,4.8,Europe/London,https://www.oumnh.ox.ac.uk/,ChIJZcrhWqjGdkgRV2Vd5QLEGys,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4876c6a85ae1ca65:0x2b1bc402e55d6557,"Natural history museum, Museum, Non-profit organization, Tourist attraction, Academic department",10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,Oxford,True,Open ⋅ Closes 5 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,United Kingdom
0x465f9d59d393bddb:0xa65d419b4639734c,46851954300,National Museum,"National Museum, Södra Blasieholmshamnen 2, 111 48 Stockholm, Sweden",59.3284985,18.0781954,6406.0,4.6,Europe/Stockholm,https://www.nationalmuseum.se/,ChIJ272T01mdX0YRTHM5RptBXaY,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x465f9d59d393bddb:0xa65d419b4639734c,"Art museum, Museum",11 AM-5 PM,11 AM-5 PM,11 AM-5 PM,Closed,11 AM-5 PM,11 AM-5 PM,11 AM-8 PM,Stockholm,True,Open ⋅ Closes 5 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Sweden
0x4876112ae971edb1:0x7e6551322ab7cf3,442082052266,Royal Air Force Museum London,"Royal Air Force Museum London, Grahame Park Way, London NW9 5LL, United Kingdom",51.598079,-0.2383246,16326.0,4.8,Europe/London,http://www.rafmuseum.org.uk/london/,ChIJse1x6SoRdkgR83yrIhNV5gc,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4876112ae971edb1:0x7e6551322ab7cf3,"Museum, Tourist attraction",10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,London,True,Open ⋅ Closes 5 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,United Kingdom
0x31cc49c71f9dfef7:0x7a53ea764838b90b,60322671111,The National Museum of Malaysia,"The National Museum of Malaysia, Jabatan Muzium Malaysia, Jln Damansara, Perdana Botanical Gardens, 50566 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.137711,101.6874214,11859.0,4.3,Asia/Kuala_Lumpur,http://www.muziumnegara.gov.my/,ChIJ9_6dH8dJzDERC7k4SHbqU3o,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x31cc49c71f9dfef7:0x7a53ea764838b90b,"National museum, History museum, Museum, Tourist attraction",9 AM-4 PM,9 AM-4 PM,9 AM-4 PM,9 AM-4 PM,9 AM-4 PM,9 AM-4 PM,9 AM-4 PM,Kuala Lumpur,True,Closed ⋅ Opens 9 AM Mon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,"Federal Territory of Kuala Lumpur, Malaysia"
0x4876c79fe1d05f4f:0xf4c5c643309eedd8,441865613000,Pitt Rivers Museum,"Pitt Rivers Museum, S Parks Rd, Oxford OX1 3PP, United Kingdom",51.7585564,-1.2550617,2783.0,4.7,Europe/London,https://prm.ox.ac.uk/,ChIJT1_Q4Z_HdkgR2O2eMEPGxfQ,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x4876c79fe1d05f4f:0xf4c5c643309eedd8,Museum,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,12-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,Oxford,False,Open ⋅ Closes 5 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,United Kingdom
0x89c25896f660c26f:0x3b2fa4f4b6c6a1fa,12125357710,The Metropolitan Museum of Art,"The Metropolitan Museum of Art, 1000 5th Ave, New York, NY 10028",40.7794366,-73.963244,81472.0,4.8,America/New_York,https://www.metmuseum.org/,ChIJb8Jg9pZYwokR-qHGtvSkLzs,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x89c25896f660c26f:0x3b2fa4f4b6c6a1fa,"Art museum, Arts organization, Museum, Non-profit organization, Tourist attraction",10 AM-9 PM,10 AM-9 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,Closed,10 AM-5 PM,New York,True,Closed ⋅ Opens 10 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,NY
0x487605114095ad99:0x770bdc4ee41d1b7f,442077300717,National Army Museum,"National Army Museum, Royal Hospital Rd, London SW3 4HT, United Kingdom",51.486405,-0.1604412999999999,2541.0,4.5,Europe/London,https://www.nam.ac.uk/,ChIJma2VQBEFdkgRfxsd5E7cC3c,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x487605114095ad99:0x770bdc4ee41d1b7f,"Army museum, Archive, Library, Tourist attraction",10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,Closed,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,London,True,Open ⋅ Closes 5 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,United Kingdom
0x47c824e2b27f1abb:0xb8f82f0b92ba607,31592377773,Drents Museum,"Drents Museum, Brink 1, 9400 AC Assen, Netherlands",52.9933334,6.563978199999999,4515.0,4.5,Europe/Amsterdam,http://www.drentsmuseum.nl/,ChIJuxp_suIkyEcRB6YrufCCjws,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47c824e2b27f1abb:0xb8f82f0b92ba607,"Museum, Archaeological museum, Art museum, History museum, Tourist attraction",10 AM-5 PM,Closed,10 AM-5 PM,Closed,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,Assen,True,Open ⋅ Closes 5 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Netherlands
0x486cecb4ca676d6d:0xb2d1ccaa03c116e6,441752304774,The Box,"The Box, Tavistock Pl, Plymouth PL4 8AX, United Kingdom",50.3744456,-4.137508899999999,1871.0,4.6,Europe/London,https://www.theboxplymouth.com/,ChIJbW1nyrTsbEgR5hbBA6rM0bI,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x486cecb4ca676d6d:0xb2d1ccaa03c116e6,"Museum, Archive, Art gallery, Art museum, Restaurant, Store",10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,Closed,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,Plymouth,True,Open ⋅ Closes 5 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,United Kingdom
0x14528133e3b8a3cf:0xf016d76812a5930b,Unknown,Hurghada Museum,"Hurghada Museum, El-Nasr, Hurghada 1, Red Sea Governorate 84511, Egypt",27.1605512,33.8214559,991.0,4.4,Africa/Cairo,http://hurghadamuseum.com/,ChIJz6O44zOBUhQRC5OlEmjXFvA,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x14528133e3b8a3cf:0xf016d76812a5930b,Museum,10 AM-1 PM,10 AM-1 PM,10 AM-1 PM,10 AM-1 PM,10 AM-1 PM,10 AM-1 PM,10 AM-1 PM,Hurghada 1,True,Closed ⋅ Opens 5 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Egypt
0x479e767c569b4b6b:0x95c6ccbd78126988,4989125016001,BMW Museum,"BMW Museum, Am Olympiapark 2, 80809 München, Germany",48.1768304,11.5590966,35030.0,4.6,Europe/Berlin,https://www.bmw-welt.com/de/ausstellungen/ausstellungen-im-bmw-museum/uebersicht.html,ChIJa0ubVnx2nkcRiGkSeL3MxpU,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x479e767c569b4b6b:0x95c6ccbd78126988,"Technology museum, Museum, Tourist attraction",10 AM-6 PM,10 AM-6 PM,10 AM-6 PM,Closed,10 AM-6 PM,10 AM-6 PM,10 AM-6 PM,Munich,True,Open ⋅ Closes 6 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Germany
0x48761b25f10b008f:0xed51ac6f865b038a,442076112222,Wellcome Collection,"Wellcome Collection, 183 Euston Rd., London NW1 2BE, United Kingdom",51.5259047,-0.1338784999999999,1108.0,4.5,Europe/London,https://wellcomecollection.org/,ChIJjwAL8SUbdkgRigNbhm-sUe0,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x48761b25f10b008f:0xed51ac6f865b038a,"Museum, Art gallery, Cafe, Library",10 AM-6 PM,10 AM-6 PM,10 AM-6 PM,Closed,10 AM-6 PM,10 AM-6 PM,10 AM-8 PM,London,True,Open ⋅ Closes 6 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,United Kingdom
0x89c258f97bdb102b:0xea9f8fc0b3ffff55,12127089400,The Museum of Modern Art,"The Museum of Modern Art, 11 W 53rd St, New York, NY 10019",40.7614327,-73.97762159999999,50929.0,4.6,America/New_York,https://www.moma.org/,ChIJKxDbe_lYwokRVf__s8CPn-o,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x89c258f97bdb102b:0xea9f8fc0b3ffff55,"Modern art museum, Art gallery, Art museum, Museum, Tourist attraction",10:30 AM-5:30 PM,10:30 AM-7 PM,10:30 AM-5:30 PM,10:30 AM-5:30 PM,10:30 AM-5:30 PM,10:30 AM-5:30 PM,10:30 AM-5:30 PM,New York,True,Closed ⋅ Opens 10:30 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,NY
0x47bee166a8bd0fc3:0x816aa88922e0ec91,4922891650,House of the History of the Federal Republic of Germany,"House of the History of the Federal Republic of Germany, Willy-Brandt-Allee 14, 53113 Bonn, Germany",50.7174263,7.118840199999999,11421.0,4.7,Europe/Berlin,https://www.hdg.de/haus-der-geschichte/,ChIJww-9qGbhvkcRkezgIomoaoE,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47bee166a8bd0fc3:0x816aa88922e0ec91,"Museum, Tourist attraction",9 AM-7 PM,10 AM-6 PM,10 AM-6 PM,Closed,9 AM-7 PM,9 AM-7 PM,9 AM-7 PM,Bonn,True,Open ⋅ Closes 6 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Germany
0x47a85032346a25bb:0x4435919b99126a78,4930902540,German Museum of Technology,"German Museum of Technology, Trebbiner Str. 9, 10963 Berlin, Germany",52.4986982,13.3778846,22166.0,4.6,Europe/Berlin,https://technikmuseum.berlin/,ChIJuyVqNDJQqEcReGoSmZuRNUQ,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47a85032346a25bb:0x4435919b99126a78,"Technology museum, Tourist attraction",9 AM-5:30 PM,10 AM-6 PM,10 AM-6 PM,Closed,9 AM-5:30 PM,9 AM-5:30 PM,9 AM-5:30 PM,Berlin,True,Open ⋅ Closes 6 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Germany
0x89d6b5073e2c5ef1:0xa0d7874fe0264a6,15852632700,The Strong National Museum of Play,"The Strong National Museum of Play, 1 Manhattan Square Dr, Rochester, NY 14607",43.1525482,-77.601629,8792.0,4.8,America/New_York,http://www.museumofplay.org/,ChIJ8V4sPge11okRpmQC_nR4DQo,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x89d6b5073e2c5ef1:0xa0d7874fe0264a6,"Children's museum, History museum, Tourist attraction",10 AM-8 PM,10 AM-8 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,Rochester,True,Closed ⋅ Opens 10 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,NY
0x487bdd5668e462a5:0x125a6358e157a9a6,441422330069,Eureka! The National Children's Museum,"Eureka! The National Children's Museum, Discovery Rd, Halifax HX1 2NE, United Kingdom",53.7200871,-1.8550246,5714.0,4.5,Europe/London,http://www.eureka.org.uk/,ChIJpWLkaFbde0gRpqlX4VhjWhI,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x487bdd5668e462a5:0x125a6358e157a9a6,"Children's museum, Museum, National museum, Tourist attraction",10 AM-4 PM,Closed,10 AM-5 PM,Closed,10 AM-4 PM,10 AM-4 PM,10 AM-4 PM,Halifax,True,Open ⋅ Closes 5 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,United Kingdom
0x872b12425b1150ab:0xdc4b09e8041cd722,16022528840,Heard Museum,"Heard Museum, 2301 N Central Ave, Phoenix, AZ 85004",33.4725814,-112.0722331,4713.0,4.7,America/Phoenix,https://heard.org/,ChIJq1ARW0ISK4cRItccBOgJS9w,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x872b12425b1150ab:0xdc4b09e8041cd722,"Art museum, Art gallery, Book store, Event venue, Gift shop, Tourist attraction",10 AM-4 PM,10 AM-4 PM,10 AM-4 PM,10 AM-4 PM,10 AM-4 PM,10 AM-4 PM,10 AM-4 PM,Phoenix,True,Closed ⋅ Opens 10 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,AZ
0x5490423922701547:0x1a492897619baaa,12067645700,The Museum of Flight,"The Museum of Flight, Seattle, WA 98108",47.5185379,-122.2968545,14885.0,4.8,America/Los_Angeles,https://www.museumofflight.org/,ChIJRxVwIjlCkFQRqroZdomSpAE,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x5490423922701547:0x1a492897619baaa,"Museum, Museum of space history, Tourist attraction",10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,Seattle,True,Closed ⋅ Opens 10 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,WA
0x151d496f8881055b:0xa55c4361c7130a5b,97235008080,ANU Museum of the Jewish People,"ANU Museum of the Jewish People, Klausner St 15, Tel Aviv-Yafo, 6139202, Israel",32.1137948,34.8053246,6169.0,4.5,Asia/Jerusalem,https://www.anumuseum.org.il/he/,ChIJWwWBiG9JHRURWwoTx2FDXKU,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x151d496f8881055b:0xa55c4361c7130a5b,"Heritage museum, Art museum, Museum, Tourist attraction",9 AM-1 PM,10 AM-5 PM,10 AM-5 PM,Closed,Closed,9 AM-5 PM,9 AM-5 PM,Tel Aviv-Yafo,True,Open ⋅ Closes 5 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Israel
0x340401904abc2c43:0x729cd174a5c8795,85222000217,Hong Kong Palace Museum,"Hong Kong Palace Museum, 8 Museum Drive West Kowloon, Tsim Sha Tsui, Hong Kong",22.3016783,114.1552727,3083.0,4.3,Asia/Hong_Kong,https://www.hkpm.org.hk/,ChIJQyy8SpABBDQRlYdcShfNKQc,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x340401904abc2c43:0x729cd174a5c8795,"Heritage museum, Art museum, Museum",10 AM-8 PM,10 AM-8 PM,10 AM-6 PM,10 AM-6 PM,Closed,10 AM-6 PM,10 AM-6 PM,Tsim Sha Tsui,True,Closed ⋅ Opens 10 AM Mon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,Hong Kong
0x880519008f6a71c5:0xded31797fd5a229d,14142243200,Milwaukee Art Museum,"Milwaukee Art Museum, 700 N Art Museum Dr, Milwaukee, WI 53202",43.0400726,-87.897058,7319.0,4.7,America/Chicago,http://mam.org/,ChIJxXFqjwAZBYgRnSJa_ZcX094,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x880519008f6a71c5:0xded31797fd5a229d,"Art museum, Art gallery, Museum, Tourist attraction",10 AM-5 PM,10 AM-5 PM,10 AM-5 PM,Closed,Closed,10 AM-5 PM,10 AM-8 PM,Milwaukee,True,Closed ⋅ Opens 10 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,WI
